0,514,0,1
0,454,0,1
0,582,0,1
0,713,0,1
0,907,0,1
0,924,0,1
0,831,0,1
1,162,1,1
1,99,1,1
1,643,1,1
1,487,1,1
1,647,1,1
1,648,1,1
1,105,1,1
1,362,1,1
1,267,1,1
1,108,1,1
1,366,1,1
1,79,1,1
1,593,1,1
1,531,1,1
1,917,1,1
1,343,1,1
1,951,1,1
1,217,1,1
1,92,1,1
1,287,1,1
2,183,0,1
2,450,1,1
3,818,0,1
3,836,0,1
3,573,0,1
3,161,1,1
3,865,1,1
3,34,1,1
3,71,1,1
3,471,1,1
3,568,1,1
3,314,1,1
3,444,1,1
4,352,0,1
4,547,0,1
4,36,0,1
4,718,0,1
4,752,0,1
4,82,0,1
4,116,0,1
4,148,0,1
4,756,0,1
4,726,0,1
4,951,0,1
4,56,0,1
4,216,0,1
4,154,0,1
4,218,0,1
4,379,0,1
4,411,0,1
5,673,1,1
5,98,1,1
5,195,1,1
5,327,1,1
5,970,1,1
5,715,1,1
5,972,1,1
5,464,1,1
5,374,1,1
5,470,1,1
5,55,1,1
5,477,1,1
5,734,1,1
5,639,1,1
6,497,0,1
6,212,0,1
6,41,0,1
6,137,0,1
6,633,0,1
6,266,0,1
6,971,0,1
6,428,0,1
6,768,1,1
7,368,0,1
7,787,0,1
7,630,0,1
7,19,1,1
7,451,1,1
7,630,1,1
7,299,1,1
7,637,1,1
8,736,0,1
8,33,0,1
8,593,0,1
8,83,0,1
8,339,0,1
8,565,0,1
8,920,0,1
8,938,0,1
8,91,0,1
8,635,0,1
8,510,0,1
8,170,1,1
9,317,0,1
9,864,1,1
9,247,1,1
10,833,1,1
10,547,1,1
10,388,1,1
10,453,1,1
10,200,1,1
10,264,1,1
10,424,1,1
10,776,1,1
10,329,1,1
10,299,1,1
10,173,1,1
10,781,1,1
10,909,1,1
10,563,1,1
10,757,1,1
10,569,1,1
10,953,1,1
10,699,1,1
10,604,1,1
10,893,1,1
10,606,1,1
11,116,0,1
11,550,0,1
11,873,0,1
11,763,0,1
11,956,0,1
12,2,1,1
12,644,1,1
12,461,1,1
13,546,0,1
13,483,0,1
13,69,0,1
13,710,0,1
13,998,0,1
13,266,0,1
13,780,0,1
13,653,0,1
13,239,0,1
13,145,0,1
13,530,0,1
13,371,0,1
13,755,0,1
13,181,0,1
13,631,0,1
13,280,0,1
13,633,0,1
13,761,0,1
13,825,0,1
13,95,0,1
14,695,0,1
14,396,0,1
14,285,0,1
14,910,0,1
14,688,1,1
14,929,1,1
14,34,1,1
14,498,1,1
14,867,1,1
14,388,1,1
14,949,1,1
14,954,1,1
14,893,1,1
14,303,1,1
14,767,1,1
15,127,0,1
15,159,0,1
15,200,1,1
15,60,1,1
15,222,1,1
16,963,0,1
16,389,0,1
16,617,0,1
16,954,0,1
17,176,0,1
17,944,0,1
17,258,0,1
17,899,0,1
17,981,0,1
17,328,0,1
17,634,0,1
17,173,0,1
17,269,0,1
17,653,0,1
17,574,0,1
18,387,0,1
18,881,1,1
18,772,1,1
19,305,0,1
19,402,0,1
19,743,0,1
19,168,0,1
19,425,0,1
19,570,0,1
19,428,0,1
19,136,1,1
20,77,1,1
21,96,0,1
21,937,0,1
21,427,0,1
21,332,0,1
21,524,0,1
21,780,0,1
21,333,0,1
21,112,0,1
21,752,0,1
21,305,0,1
21,210,0,1
21,858,0,1
21,700,0,1
21,924,0,1
22,698,0,1
22,945,1,1
22,72,1,1
22,875,1,1
23,565,0,1
23,934,0,1
23,531,1,1
24,427,0,1
24,573,1,1
25,633,0,1
25,44,0,1
25,900,1,1
25,935,1,1
26,272,0,1
26,353,0,1
26,755,0,1
26,995,0,1
26,4,0,1
26,311,0,1
26,312,0,1
26,968,0,1
26,282,0,1
26,348,0,1
26,13,0,1
27,553,0,1
27,181,1,1
27,597,1,1
27,472,1,1
27,618,1,1
27,331,1,1
27,316,1,1
27,173,1,1
27,701,1,1
27,175,1,1
28,734,0,1
28,175,1,1
29,139,0,1
29,652,0,1
29,82,1,1
29,200,1,1
30,594,0,1
30,94,0,1
30,291,1,1
30,233,1,1
30,172,1,1
30,590,1,1
31,928,1,1
31,518,1,1
31,714,1,1
31,507,1,1
31,253,1,1
31,301,1,1
31,287,1,1
32,65,0,1
32,161,0,1
32,865,0,1
32,36,0,1
32,903,0,1
32,298,0,1
32,555,0,1
32,172,0,1
32,492,0,1
32,816,0,1
32,434,0,1
32,244,0,1
32,660,0,1
32,661,0,1
32,23,0,1
32,441,0,1
32,858,0,1
32,123,0,1
33,928,0,1
33,454,0,1
33,998,0,1
33,859,0,1
33,732,0,1
33,285,0,1
33,14,0,1
34,375,0,1
34,531,1,1
34,343,1,1
34,540,1,1
34,589,1,1
35,763,0,1
35,942,0,1
36,736,0,1
36,992,0,1
36,65,0,1
36,642,0,1
36,228,0,1
36,150,0,1
36,278,0,1
37,38,0,1
37,694,0,1
37,742,0,1
37,950,0,1
37,633,0,1
37,858,0,1
37,44,0,1
37,988,0,1
37,430,0,1
37,814,0,1
38,448,0,1
38,752,0,1
38,145,0,1
38,401,0,1
38,834,0,1
38,117,0,1
38,901,0,1
38,982,0,1
38,792,0,1
38,266,0,1
38,380,0,1
38,34,1,1
38,264,1,1
38,860,1,1
38,397,1,1
38,287,1,1
39,353,0,1
39,981,0,1
39,103,0,1
39,906,0,1
39,379,0,1
39,907,0,1
39,95,0,1
39,58,1,1
39,252,1,1
39,524,1,1
39,78,1,1
39,270,1,1
39,398,1,1
40,720,0,1
40,816,0,1
40,145,0,1
40,419,0,1
40,787,0,1
40,164,0,1
40,551,0,1
40,616,0,1
40,442,0,1
40,27,0,1
40,317,0,1
40,526,0,1
41,160,0,1
41,866,0,1
41,899,0,1
41,392,1,1
42,706,0,1
42,227,0,1
42,148,0,1
42,373,0,1
42,917,0,1
42,218,0,1
42,574,0,1
42,111,0,1
42,783,0,1
42,480,1,1
42,912,1,1
42,522,1,1
42,540,1,1
42,589,1,1
43,104,0,1
43,859,0,1
43,189,0,1
43,334,0,1
43,942,0,1
44,512,0,1
44,258,0,1
44,69,0,1
44,325,0,1
44,70,0,1
44,524,0,1
44,467,0,1
44,84,0,1
44,212,0,1
44,406,0,1
44,792,0,1
44,27,0,1
44,157,0,1
44,415,0,1
44,227,0,1
44,548,0,1
44,614,0,1
44,235,0,1
44,558,0,1
44,815,0,1
44,53,0,1
44,311,0,1
44,695,0,1
44,954,0,1
44,379,0,1
44,764,0,1
44,255,0,1
45,164,0,1
45,283,0,1
45,589,0,1
45,68,1,1
45,436,1,1
45,279,1,1
45,56,1,1
45,568,1,1
45,331,1,1
45,926,1,1
46,993,1,1
46,420,1,1
46,788,1,1
46,118,1,1
46,569,1,1
47,82,0,1
47,37,0,1
47,70,0,1
47,568,0,1
47,489,0,1
47,314,0,1
47,139,0,1
47,78,0,1
47,287,0,1
47,738,1,1
48,208,1,1
48,882,1,1
48,387,1,1
48,148,1,1
48,586,1,1
48,77,1,1
48,381,1,1
48,463,1,1
48,767,1,1
49,273,0,1
49,169,0,1
49,329,0,1
49,924,0,1
49,13,0,1
50,928,0,1
50,496,1,1
51,482,1,1
51,359,1,1
51,761,1,1
51,380,1,1
52,673,1,1
52,450,1,1
52,249,1,1
52,585,1,1
52,797,1,1
53,786,0,1
53,882,0,1
53,323,0,1
53,308,0,1
53,102,0,1
53,503,0,1
53,168,0,1
53,440,0,1
53,633,0,1
53,729,0,1
53,171,0,1
54,144,1,1
55,641,0,1
55,4,0,1
55,39,0,1
55,843,0,1
55,684,0,1
55,848,0,1
55,338,0,1
55,501,0,1
55,695,0,1
55,184,0,1
55,216,0,1
55,377,0,1
55,601,0,1
55,729,0,1
55,603,0,1
55,826,1,1
55,589,1,1
56,477,0,1
56,912,1,1
56,451,1,1
56,8,1,1
56,236,1,1
57,144,1,1
57,378,1,1
58,368,0,1
58,70,0,1
58,777,0,1
58,170,0,1
58,640,1,1
58,338,1,1
58,851,1,1
58,372,1,1
58,774,1,1
58,186,1,1
58,366,1,1
59,947,1,1
59,373,1,1
59,921,1,1
59,331,1,1
59,444,1,1
59,798,1,1
60,432,0,1
60,928,0,1
60,770,0,1
60,387,0,1
60,13,0,1
60,655,0,1
60,848,1,1
60,486,1,1
60,10,1,1
60,844,1,1
60,223,1,1
61,94,0,1
61,521,1,1
61,202,1,1
62,84,0,1
62,120,0,1
62,218,0,1
62,511,0,1
62,73,1,1
62,170,1,1
62,30,1,1
62,222,1,1
63,368,0,1
63,321,0,1
63,979,0,1
63,900,0,1
63,101,0,1
63,293,0,1
63,870,0,1
63,170,0,1
63,890,0,1
63,749,0,1
63,511,0,1
63,593,1,1
64,353,0,1
64,164,0,1
64,6,0,1
64,73,0,1
64,858,0,1
64,123,0,1
64,220,0,1
65,97,0,1
65,897,0,1
65,56,0,1
65,634,0,1
65,682,0,1
65,415,0,1
65,550,1,1
65,223,1,1
66,992,0,1
66,327,0,1
66,423,0,1
66,941,0,1
66,38,1,1
67,775,0,1
67,351,0,1
67,48,1,1
67,945,1,1
67,777,1,1
67,109,1,1
67,222,1,1
68,145,0,1
