0.016360,0.000000,0.004090,0.004090,0.026585,0.912065,0.002045,0.030675,0.004090,0.000000
0.000000,0.013363,0.022272,0.011136,0.000000,0.020045,0.893096,0.006682,0.033408,0.000000
0.006079,0.012158,0.003040,0.009119,0.027356,0.003040,0.003040,0.018237,0.917933,0.000000
0.000000,0.049669,0.016556,0.000000,0.000000,0.920530,0.009934,0.000000,0.003311,0.000000
0.006550,0.002183,0.028384,0.017467,0.019651,0.000000,0.875546,0.000000,0.039301,0.010917
0.005666,0.011331,0.014164,0.011331,0.011331,0.025496,0.000000,0.005666,0.889518,0.025496
0.035874,0.002242,0.002242,0.894619,0.008969,0.013453,0.015695,0.000000,0.015695,0.011211
0.008219,0.909589,0.005479,0.002740,0.005479,0.008219,0.000000,0.019178,0.024658,0.016438
0.002299,0.000000,0.917241,0.022989,0.011494,0.025287,0.000000,0.004598,0.016092,0.000000
0.009346,0.040498,0.878505,0.003115,0.015576,0.009346,0.000000,0.012461,0.012461,0.018692
0.031746,0.011338,0.000000,0.015873,0.004535,0.006803,0.920635,0.002268,0.002268,0.004535
0.007109,0.042654,0.004739,0.018957,0.007109,0.004739,0.009479,0.007109,0.002370,0.895735
0.002591,0.020725,0.010363,0.000000,0.002591,0.005181,0.031088,0.033679,0.888601,0.005181
0.000000,0.014706,0.004202,0.018908,0.018908,0.000000,0.029412,0.000000,0.909664,0.004202
0.002841,0.031250,0.014205,0.005682,0.900568,0.014205,0.000000,0.017045,0.008523,0.005682
0.012346,0.019753,0.000000,0.024691,0.022222,0.009877,0.901235,0.000000,0.004938,0.004938
0.003106,0.003106,0.012422,0.000000,0.015528,0.906832,0.003106,0.024845,0.027950,0.003106
0.022727,0.006494,0.918831,0.016234,0.012987,0.000000,0.003247,0.003247,0.016234,0.000000
0.007407,0.007407,0.009877,0.027160,0.022222,0.007407,0.002469,0.007407,0.009877,0.898765
0.002358,0.004717,0.016509,0.007075,0.021226,0.007075,0.000000,0.924528,0.000000,0.016509
0.022333,0.017370,0.012407,0.007444,0.012407,0.002481,0.004963,0.002481,0.895782,0.022333
0.006309,0.056782,0.000000,0.006309,0.003155,0.041009,0.873817,0.000000,0.003155,0.009464
0.905093,0.006944,0.013889,0.004630,0.009259,0.020833,0.037037,0.002315,0.000000,0.000000
0.011111,0.902222,0.006667,0.011111,0.035556,0.020000,0.004444,0.004444,0.000000,0.004444
0.875000,0.000000,0.019608,0.022059,0.007353,0.058824,0.000000,0.012255,0.002451,0.002451
0.002833,0.903683,0.028329,0.008499,0.011331,0.002833,0.014164,0.000000,0.005666,0.022663
