0,user_0,1,0
1,user_1,0,1
2,user_2,1,1
3,user_3,1,1
4,user_4,1,0
5,user_5,0,1
6,user_6,1,1
7,user_7,1,1
8,user_8,1,1
9,user_9,1,1
10,user_10,0,1
11,user_11,1,1
12,user_12,1,1
13,user_13,1,0
14,user_14,1,1
15,user_15,1,1
16,user_16,1,0
17,user_17,1,0
18,user_18,1,1
19,user_19,1,1
20,user_20,1,1
21,user_21,1,0
22,user_22,1,1
23,user_23,1,1
24,user_24,1,1
25,user_25,1,1
26,user_26,1,0
27,user_27,1,1
28,user_28,1,1
29,user_29,1,1
30,user_30,1,1
31,user_31,0,1
32,user_32,1,1
33,user_33,1,1
34,user_34,1,1
35,user_35,1,1
36,user_36,1,0
37,user_37,1,1
38,user_38,1,1
39,user_39,1,1
40,user_40,1,0
41,user_41,1,1
42,user_42,1,1
43,user_43,1,0
44,user_44,1,0
45,user_45,1,1
46,user_46,0,1
47,user_47,1,1
48,user_48,0,1
49,user_49,1,0
50,user_50,1,1
51,user_51,1,1
52,user_52,0,1
53,user_53,1,0
54,user_54,1,1
55,user_55,1,1
56,user_56,1,1
57,user_57,1,1
58,user_58,1,1
59,user_59,0,1
60,user_60,1,1
61,user_61,1,1
62,user_62,1,1
63,user_63,1,1
64,user_64,1,0
65,user_65,1,1
66,user_66,1,1
67,user_67,1,1
68,user_68,1,1
69,user_69,1,1
70,user_70,1,1
71,user_71,1,1
72,user_72,0,1
73,user_73,1,1
74,user_74,1,1
75,user_75,1,0
76,user_76,1,1
77,user_77,0,1
78,user_78,1,1
79,user_79,1,1
80,user_80,1,1
81,user_81,1,1
82,user_82,1,1
83,user_83,1,1
84,user_84,1,1
85,user_85,1,1
86,user_86,1,1
87,user_87,0,1
88,user_88,0,1
89,user_89,0,1
90,user_90,0,1
91,user_91,1,1
92,user_92,0,1
93,user_93,1,1
94,user_94,1,1
95,user_95,1,1
96,user_96,1,1
97,user_97,1,0
98,user_98,0,1
99,user_99,1,1
100,user_100,1,1
101,user_101,1,1
102,user_102,1,1
103,user_103,1,1
104,user_104,1,1
105,user_105,1,1
106,user_106,1,1
107,user_107,1,1
108,user_108,1,1
109,user_109,1,1
110,user_110,1,1
111,user_111,1,1
112,user_112,1,1
113,user_113,1,1
114,user_114,1,1
115,user_115,0,1
116,user_116,1,1
117,user_117,1,1
118,user_118,1,1
119,user_119,1,1
120,user_120,1,0
121,user_121,1,0
122,user_122,1,1
123,user_123,1,1
124,user_124,1,1
125,user_125,1,1
126,user_126,0,1
127,user_127,1,1
128,user_128,1,1
129,user_129,1,1
130,user_130,1,1
131,user_131,1,1
132,user_132,1,1
133,user_133,1,1
134,user_134,1,1
135,user_135,1,0
136,user_136,0,1
137,user_137,1,0
138,user_138,0,1
139,user_139,1,1
140,user_140,1,1
141,user_141,1,1
142,user_142,1,1
143,user_143,1,0
144,user_144,0,1
145,user_145,1,1
146,user_146,1,1
147,user_147,1,0
148,user_148,1,1
149,user_149,1,1
150,user_150,1,1
151,user_151,1,1
