0
,sgig,0.01098627627476837
,link,0.008543013059157636
,runwayspree,0.008374512147736206
,sgblogshop,0.007751058775476916
,worldwide,0.00738035677034977
,shipping,0.007262406132354769
,stylexstyle,0.006285100846110476
,wiwt,0.006184000299257618
,potd,0.0057458979295619
,bio,0.005105594466160467
,photo,0.005038194101591895
,ootd,0.00399348845077903
,photooftheday,0.0037575871747890285
,halalsg,0.0036901868102204565
,halal,0.0036059363545097416
,sgdogs,0.0035216858987990266
,sgfurkids,0.0034879857165147406
,instacute,0.0034879857165147406
,instaoftheday,0.0034711356253725976
,chin,0.0034542855342304547
1
,love,0.004930387486679647
,link,0.004448254696518645
,time,0.003598782637663548
,beauty,0.003351976566509702
,skin,0.0030936911432091654
,instagram,0.0030936911432091654
,photo,0.0029616785935222246
,facebook,0.0029559389174488794
,fashion,0.0028641041002753554
,clozette,0.0028411453959819744
,enjoy,0.0027320915505884146
,products,0.002473806127287878
,th,0.002318834873307556
,sgig,0.0023016158450875203
,thank,0.002249958760427413
,friends,0.0021983016757673056
,best,0.002135165238960508
,bio,0.002112206534667127
,discount,0.0021007271825204364
,know,0.0020318510696402934
2
,link,0.004210895074403528
,time,0.003630211661726362
,love,0.003225606445151305
,video,0.0030832453504304512
,photo,0.003023303836863776
,th,0.002963362323297101
,session,0.002888435431338757
,come,0.002599966897299133
,tickets,0.002487576559361617
,training,0.0024800838701657824
,fitness,0.0022965129848678397
,music,0.002266542228084502
,live,0.0022515568496928335
,trial,0.002225332437507413
,watch,0.002221586092909496
,part,0.00220285436991991
,take,0.002191615336126158
,experience,0.002187868991528241
,please,0.002105449410374063
,life,0.002053000586003222
3
,food,0.010224305076830528
,foodporn,0.00719448641522455
,foodstagram,0.006338000574487878
,delicious,0.0060489366032392515
,sgfood,0.0060382305302300425
,instafood,0.0051710386164841625
,foodgasm,0.0050639778863920785
,sgig,0.0050532718133828695
,foodpics,0.004796326061161868
,eatoutsg,0.004630381929519138
,sgfoodie,0.004608969783500721
,sgfoodies,0.004346670994775115
,foodies,0.004282434556719865
,burpple,0.0040094296949850505
,igfood,0.0038970159283883625
,instasg,0.0038220734173239038
,hungrygowhere,0.0038220734173239038
,foodblogger,0.003752483942764049
,tripadvisor,0.003506244263552256
,eatdreamlove,0.0034634199715154225
