0,0
1,1
2,0
3,1
4,0
5,0
6,0
7,1
8,0
800,1
9,0
801,0
802,0
803,0
804,0
805,1
806,1
807,0
808,1
809,0
810,1
811,0
812,0
813,0
814,1
815,0
816,1
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
600,1
842,1
601,0
843,0
602,1
844,0
603,1
845,0
604,0
846,0
605,0
847,1
606,0
848,0
607,0
849,1
608,1
609,1
850,0
851,0
610,1
852,0
611,0
853,0
612,0
854,0
613,0
855,1
614,0
856,0
615,0
857,0
616,0
858,0
617,0
859,0
618,0
619,1
860,1
861,0
620,1
862,0
621,1
863,1
622,1
864,0
623,0
865,1
624,0
866,0
625,0
867,0
626,0
868,0
627,0
869,0
628,1
629,1
870,0
871,1
630,0
872,1
631,0
873,0
632,0
874,0
633,0
875,0
634,0
876,0
635,1
877,1
636,0
878,0
637,0
879,1
638,0
639,0
880,0
881,0
640,0
882,1
641,0
883,0
400,0
642,0
884,0
401,0
643,0
885,1
402,1
644,1
886,0
403,1
645,0
887,1
404,0
646,0
888,0
405,0
647,0
889,0
406,0
648,1
407,0
649,0
408,0
409,0
890,0
891,0
650,0
892,1
651,0
893,0
410,0
652,0
894,0
411,0
653,1
895,0
412,0
654,0
896,0
413,0
655,0
897,0
414,0
656,0
898,0
415,1
657,0
899,0
416,0
658,1
417,1
659,0
418,0
419,0
660,0
661,0
420,0
662,0
421,0
663,0
422,0
664,1
423,0
665,0
424,1
666,0
425,0
667,0
426,0
668,0
427,0
669,0
428,0
429,1
670,0
671,1
430,0
672,0
431,1
673,0
432,0
674,1
433,1
675,0
434,0
676,0
435,0
677,1
436,0
678,0
437,0
679,1
438,1
439,0
680,0
681,1
440,0
682,0
441,0
683,0
200,0
442,1
684,0
201,1
443,0
685,0
202,0
444,0
686,0
203,0
445,0
687,0
204,0
446,0
688,0
205,0
447,0
689,0
206,0
448,0
207,0
449,1
208,0
209,0
690,0
691,0
450,1
692,0
451,0
693,0
210,0
452,0
694,1
211,0
453,1
695,1
212,0
454,0
696,0
213,0
455,0
697,0
214,0
456,0
698,1
215,0
457,1
699,0
216,0
458,0
217,0
459,0
218,1
219,0
460,0
461,0
220,0
462,1
221,0
463,0
222,1
464,1
223,0
465,0
224,0
466,0
225,1
467,1
226,0
468,0
227,1
469,0
228,1
229,1
470,1
471,0
230,0
472,0
231,1
473,0
232,0
474,0
233,0
475,0
234,0
476,0
235,0
477,0
236,0
478,1
237,0
479,0
238,0
239,0
480,0
481,0
240,0
482,0
241,0
483,0
242,0
484,0
243,0
485,0
244,0
486,0
245,0
487,0
246,1
488,1
247,1
489,1
248,0
249,0
490,0
491,0
250,0
492,1
251,0
493,1
252,0
494,0
253,0
495,0
254,0
496,0
255,0
497,1
256,0
498,0
257,0
499,1
258,0
259,0
260,0
261,0
262,0
263,0
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,1
278,0
279,0
280,0
281,0
282,0
283,1
284,0
285,1
286,1
287,0
288,0
289,0
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,0
298,1
299,0
900,0
901,0
902,0
903,0
904,0
905,1
906,1
907,0
908,0
909,0
910,0
911,1
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,1
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
700,0
942,1
701,1
943,0
702,0
944,1
703,0
945,0
704,0
946,0
705,1
947,0
706,0
948,1
707,0
949,0
708,0
709,0
950,0
951,1
710,0
952,0
711,0
953,0
712,0
954,0
713,0
955,1
714,0
956,0
715,1
957,0
716,0
958,0
717,0
959,0
718,0
719,0
960,0
961,0
720,0
962,0
721,0
963,1
722,0
964,0
723,0
965,0
724,0
966,0
725,0
967,0
726,1
968,0
727,1
969,0
728,0
729,0
970,0
971,0
730,0
972,0
731,0
973,0
732,0
974,0
733,0
975,0
734,0
976,1
735,1
977,0
736,1
978,0
737,1
979,0
738,0
739,0
980,0
981,1
740,0
982,0
741,0
983,0
500,1
742,0
984,0
501,0
743,1
985,0
502,0
744,0
986,0
503,1
745,0
987,0
504,0
746,0
988,0
505,1
747,0
989,1
506,1
748,1
507,0
749,0
508,0
509,0
990,1
991,1
750,0
992,0
751,0
993,0
510,0
752,0
994,0
511,1
753,1
995,0
512,0
754,0
996,0
513,0
755,0
997,0
514,0
756,0
998,0
515,0
757,1
999,0
516,0
758,0
517,0
759,0
518,0
519,0
760,0
761,0
520,0
762,0
521,1
763,1
522,1
764,0
523,0
765,0
524,0
766,1
525,0
767,1
526,0
768,0
527,1
769,1
528,1
529,0
770,0
771,0
530,0
772,1
531,1
773,0
532,1
774,0
533,0
775,1
534,0
776,0
535,0
777,0
536,1
778,1
537,0
779,0
538,0
539,0
780,1
781,0
540,1
782,1
541,0
783,0
300,0
542,0
784,0
301,1
543,0
785,1
302,0
544,0
786,0
303,0
545,0
787,0
304,0
546,0
788,1
305,0
547,0
789,0
306,0
548,0
307,0
549,0
308,0
309,0
790,0
791,0
550,1
792,1
551,1
793,0
310,0
552,0
794,0
311,1
553,1
795,1
312,0
554,0
796,0
313,0
555,0
797,0
314,0
556,1
798,1
315,0
557,0
799,0
316,0
558,0
317,0
559,1
318,0
319,0
560,0
561,0
320,1
562,1
321,0
563,1
322,0
564,0
323,0
565,0
324,1
566,0
325,0
567,0
326,0
568,1
327,0
569,0
328,0
329,0
570,1
571,0
330,1
572,0
331,0
573,0
332,0
574,1
333,0
575,1
334,1
576,0
335,0
577,0
336,0
578,0
337,0
579,0
338,0
339,0
580,0
581,0
340,0
582,0
341,0
583,0
100,0
342,1
584,1
101,1
343,0
585,1
102,0
344,0
586,0
103,0
345,1
587,0
104,1
346,0
588,0
105,0
347,0
589,1
106,1
348,0
107,0
349,1
108,0
109,1
590,0
591,0
350,1
592,0
351,0
593,0
110,0
352,0
594,1
111,0
353,0
595,0
112,0
354,1
596,0
113,1
355,0
597,0
114,0
356,0
598,0
115,0
357,0
599,0
116,0
358,1
117,1
359,0
118,0
119,0
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,0
19,1
360,1
361,0
120,1
362,0
121,0
363,0
122,1
364,1
123,0
365,0
124,0
366,0
125,0
367,0
126,0
368,0
127,0
369,0
128,0
129,0
20,0
21,0
22,1
23,0
24,0
25,1
26,1
27,0
28,0
29,1
370,0
371,1
130,1
372,0
131,1
373,0
132,0
374,1
133,1
375,1
134,1
376,1
135,1
377,0
136,1
378,0
137,1
379,0
138,0
139,0
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,0
380,0
381,0
140,0
382,0
141,0
383,0
142,0
384,0
143,1
385,0
144,0
386,0
145,1
387,0
146,0
388,0
147,0
389,0
148,0
149,0
40,1
41,0
42,0
43,0
44,0
45,1
46,1
47,0
48,0
49,0
390,0
391,0
150,0
392,0
151,0
393,0
152,0
394,0
153,1
395,0
154,1
396,0
155,0
397,0
156,1
398,0
157,0
399,0
158,1
159,0
50,0
51,0
52,0
53,1
54,0
55,0
56,0
57,0
58,0
59,1
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,1
60,0
61,0
62,1
63,1
64,0
65,0
66,0
67,0
68,0
69,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,0
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,1
188,0
189,1
80,0
81,0
82,1
83,0
84,0
85,0
86,1
87,0
88,0
89,0
190,0
191,0
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,0
90,0
91,0
92,0
93,1
94,0
95,0
96,0
97,0
98,0
99,0
