88,0.017979
89,0.042387
90,0.043398
91,0.062670
92,0.025003
93,0.005999
94,0.056937
95,0.010954
96,0.046452
97,0.005838
10,0.022489
98,0.045841
11,0.056998
99,0.022072
12,0.017275
13,0.009643
14,0.016918
15,0.022389
16,0.017354
17,0.071256
18,0.077196
19,0.027083
0,0.055992
1,0.035824
2,0.006695
3,0.009649
4,0.038330
5,0.051492
6,0.035175
7,0.014316
8,0.053799
9,0.008043
20,0.044504
21,0.044392
22,0.052076
23,0.052681
24,0.030438
25,0.033360
26,0.020231
27,0.021529
28,0.045354
29,0.011757
30,0.075523
31,0.013811
32,0.090215
33,0.029519
34,0.031805
35,0.011115
36,0.042872
37,0.039766
38,0.033137
39,0.021771
40,0.053391
41,0.042909
42,0.028153
43,0.005138
44,0.062576
45,0.013248
46,0.057237
47,0.033747
48,0.024295
49,0.031197
50,0.039421
51,0.033830
52,0.038691
53,0.040007
54,0.018867
55,0.016947
56,0.067389
57,0.019244
58,0.029732
59,0.036292
60,0.042328
61,0.002295
62,0.039432
63,0.027854
64,0.020015
65,0.019241
66,0.027792
67,0.071361
68,0.009167
69,0.021042
70,0.005642
71,0.038017
72,0.009042
73,0.021338
74,0.011402
75,0.028195
76,0.034309
77,0.021272
78,0.028885
79,0.058413
80,0.041182
81,0.031855
82,0.058772
83,0.006641
84,0.030805
85,0.030440
86,0.007230
87,0.058272
