0,0,1,9888 1477 737 737 592 737 9888 737 1477 1477 7357 9888 1477 7357,1
1,0,1,1503 2396 7192 9522 2615 7716 9522 7192 2615 4087,1
2,0,1,1477 9888 592 7357 1477 737 1477 4220 592 9888,1
3,0,1,737 48 7357 1477 7357 9888 592 9888 1477 737 592 9888 4461 9888 4220 1477 8933,1
4,0,1,1477 592 9415 737 9888 1477 4220 737 7357 1477 592 9888 737 9888 1477 592 5756,1
5,0,1,592 7357 4220 9888 7357 7357 7357 737 9888 737 7357,1
6,0,1,8241 810 810 4759 7483 4485 7688 5562 8241 7002,1
7,0,1,737 1477 7357 1477 1477 592 7357 737 9888 6167 4220 7357 9888 592 1477 592 7143 737 7357,1
8,0,1,737 737 9888 9888 7357 592 592 737 7641 1477 9888 1477 1477 4220,1
9,0,1,7357 4005 9888 9888 737 737 737 9888 1477 737 9888 7357 1477 4220,1
10,0,1,737 737 7357 9888 1139 737 9888 5795 4220 1477 9888 592 1477 592 7431 6660 737 1477 737,1
11,0,1,737 1477 737 737 1477 6660 1477 737 737 7357 737 4220 592 7357 737,1
12,0,1,592 1477 737 1477 1477 7357 7357 1477 9888 9888 1477,1
13,0,1,737 1477 9888 1477 7357 6993 1185 737 6215 4220 1477 737 4220,1
14,0,0,9888 1477 592 1477 9888 9888 737 1477 1477 7357,1
15,0,1,7357 737 7357 2469 1477 737 737 7357 737 1477 1477 1477 9415 7357 9888 1477,1
16,0,1,737 737 737 1477 7357 7357 737 9888 7357 2786 9888 737 737 592 737 1477,1
17,0,1,7357 737 9888 737 1477 592 1477 9888 9888 6660 737 4500 9888 737 1477 9888 592 4500 2204,1
18,0,1,737 1477 737 3477 1477 4220 592 592 3477 737 737 6600 737,1
19,0,1,592 9415 592 737 9888 1477 737 737 737 9888,1
20,0,1,7745 1477 6660 9888 592 1477 9888 7357 9468 1477 592 4220,1
21,0,1,592 4519 737 9888 592 2823 1477 1477 9888 1477 8742 592 737 737 592 737,1
22,0,1,7357 9888 2635 7357 7357 737 9415 592 7599 7357 7357 1477 1477 737 3477 592 7357,1
23,0,1,737 737 1477 9888 7964 3790 1477 9888 9888 737 737 7357 9888 1477 737 9415,1
24,0,1,737 6660 7357 9888 7357 737 7357 3477 7357 7357 7357 592 9888 7357 1477,1
25,0,1,9888 1477 5248 1477 1477 7707 4401 737 592 1477 9888,1
26,0,1,592 7357 592 737 3477 1695 9415 737 7433 8194 1599,1
27,0,1,9888 7357 737 1477 9888 4220 737 1477 592 737 592 7357 737,1
28,0,1,1477 4220 737 9888 6660 7357 737 1477 737 4220 1477 7357 592 737 737 7598 1477 9888 737,1
29,0,1,1477 9415 7357 9888 4220 9888 7357 9888 1477 9888 4220 592 9888 592 5114 737 6583,1
30,0,1,737 737 9888 9888 6660 737 1477 6660 9888 1477 8662 1477 9415,1
31,0,1,1477 1477 737 737 1477 737 592 1477 7357 7357 9888 737 592 7357 737 737 9888 3477 3477,1
32,0,1,9888 737 737 8306 7357 1578 737 9888 9888 1477 925 737 737 7357 1477 9888 737 737,1
33,0,0,737 1477 737 1477 592 1477 9888 7357 7357 737 7357 7357 1477 9888 7963 6359 737,1
