2,28,0,1
2,47,0,1
3,50,0,1
5,2,0,1
6,41,0,1
6,30,0,1
7,53,0,1
10,3,0,1
10,76,0,1
12,66,0,1
12,23,0,1
13,21,1,1
13,14,1,1
13,46,1,1
14,77,1,1
19,87,0,1
22,30,0,1
22,31,0,1
23,76,0,1
25,3,0,1
26,33,0,1
26,43,0,1
30,16,0,1
31,27,0,1
31,63,0,1
32,82,0,1
33,99,0,1
35,97,1,1
35,67,1,1
35,14,1,1
36,88,0,1
37,8,1,1
41,32,0,1
43,4,0,1
45,47,0,1
47,26,0,1
51,75,0,1
51,84,1,1
52,87,1,1
53,93,0,1
54,93,0,1
54,9,1,1
55,75,0,1
57,67,1,1
57,37,1,1
60,9,1,1
61,87,0,1
62,48,1,1
63,19,0,1
64,27,0,1
65,0,0,1
66,19,0,1
66,28,0,1
67,76,1,1
68,57,1,1
68,29,1,1
71,43,0,1
72,62,1,1
74,3,0,1
75,34,0,1
75,87,0,1
76,8,0,1
76,48,1,1
76,92,1,1
77,46,0,1
78,21,1,1
78,9,1,1
79,35,1,1
81,79,1,1
84,98,1,1
84,67,1,1
84,12,1,1
86,98,1,1
86,92,1,1
87,65,0,1
87,3,0,1
87,95,0,1
87,47,1,1
90,48,1,1
90,79,1,1
92,51,1,1
93,16,0,1
93,25,0,1
93,76,0,1
94,1,0,1
95,75,0,1
99,93,0,1
