0.000000,0.000000,0.046154,0.005128,0.851282,0.025641,0.000000,0.035897,0.020513,0.015385
0.013699,0.027397,0.904110,0.000000,0.027397,0.000000,0.000000,0.027397,0.000000,0.000000
0.000000,0.000000,0.000000,0.007042,0.922535,0.007042,0.042254,0.021127,0.000000,0.000000
0.000000,0.021739,0.007246,0.000000,0.000000,0.898551,0.007246,0.000000,0.021739,0.043478
0.026667,0.020000,0.040000,0.000000,0.886667,0.013333,0.000000,0.013333,0.000000,0.000000
0.000000,0.019231,0.000000,0.019231,0.903846,0.000000,0.038462,0.000000,0.000000,0.019231
0.000000,0.037267,0.006211,0.000000,0.000000,0.024845,0.012422,0.018634,0.881988,0.018634
0.000000,0.000000,0.000000,0.958763,0.000000,0.000000,0.020619,0.020619,0.000000,0.000000
0.000000,0.019608,0.039216,0.901961,0.000000,0.000000,0.000000,0.000000,0.000000,0.039216
0.000000,0.000000,0.009091,0.018182,0.000000,0.000000,0.018182,0.936364,0.000000,0.018182
0.026738,0.016043,0.000000,0.010695,0.016043,0.010695,0.000000,0.893048,0.021390,0.005348
0.892857,0.000000,0.017857,0.017857,0.000000,0.035714,0.000000,0.000000,0.000000,0.035714
0.000000,0.903448,0.013793,0.000000,0.000000,0.000000,0.034483,0.027586,0.013793,0.006897
0.007246,0.028986,0.021739,0.891304,0.000000,0.000000,0.014493,0.000000,0.007246,0.028986
0.011696,0.011696,0.000000,0.046784,0.011696,0.000000,0.005848,0.906433,0.005848,0.000000
0.000000,0.000000,0.012270,0.018405,0.036810,0.012270,0.895706,0.000000,0.006135,0.018405
0.018519,0.000000,0.055556,0.006173,0.006173,0.018519,0.000000,0.888889,0.006173,0.000000
0.000000,0.007634,0.007634,0.053435,0.015267,0.839695,0.022901,0.015267,0.030534,0.007634
0.866667,0.000000,0.033333,0.033333,0.050000,0.000000,0.016667,0.000000,0.000000,0.000000
0.009804,0.009804,0.000000,0.000000,0.009804,0.000000,0.000000,0.049020,0.019608,0.901961
0.000000,0.010471,0.005236,0.010471,0.005236,0.000000,0.005236,0.083770,0.879581,0.000000
0.025862,0.000000,0.034483,0.896552,0.000000,0.025862,0.000000,0.008621,0.000000,0.008621
0.869919,0.032520,0.024390,0.016260,0.000000,0.016260,0.000000,0.024390,0.008130,0.008130
0.022222,0.005556,0.027778,0.011111,0.000000,0.011111,0.872222,0.000000,0.022222,0.027778
0.020202,0.030303,0.000000,0.000000,0.000000,0.000000,0.898990,0.020202,0.010101,0.020202
0.000000,0.012195,0.000000,0.060976,0.024390,0.024390,0.878049,0.000000,0.000000,0.000000
0.010309,0.932990,0.015464,0.005155,0.020619,0.000000,0.000000,0.000000,0.000000,0.015464
0.000000,0.000000,0.000000,0.012739,0.000000,0.019108,0.000000,0.019108,0.025478,0.923567
0.007353,0.000000,0.014706,0.014706,0.904412,0.000000,0.029412,0.022059,0.000000,0.007353
0.011111,0.022222,0.011111,0.022222,0.000000,0.027778,0.000000,0.000000,0.000000,0.905556
0.031915,0.000000,0.000000,0.010638,0.010638,0.021277,0.021277,0.010638,0.861702,0.031915
0.011364,0.897727,0.017045,0.011364,0.017045,0.000000,0.017045,0.011364,0.005682,0.011364
