88,0.009399
89,0.042473
90,0.036089
91,0.039567
92,0.015285
93,0.013547
94,0.092685
95,0.010946
96,0.054207
97,0.014981
10,0.012471
98,0.045957
11,0.057019
99,0.007347
12,0.017264
13,0.016155
14,0.007770
15,0.050625
16,0.022812
17,0.050046
18,0.077324
19,0.027176
0,0.046365
1,0.035912
2,0.013361
3,0.009907
4,0.020020
5,0.051310
6,0.040911
7,0.014587
8,0.071000
9,0.007994
20,0.035036
21,0.028543
22,0.051914
23,0.037232
24,0.049079
25,0.044432
26,0.026356
27,0.003741
28,0.024750
29,0.011508
30,0.075643
31,0.013754
32,0.089999
33,0.075569
34,0.031956
35,0.036285
36,0.022641
37,0.061263
38,0.045145
39,0.029187
40,0.070707
41,0.023041
42,0.055468
43,0.004735
44,0.084275
45,0.013377
46,0.057107
47,0.008459
48,0.039479
49,0.057686
50,0.024489
51,0.044281
52,0.046702
53,0.039996
54,0.018845
55,0.027255
56,0.067468
57,0.019498
58,0.030039
59,0.029502
60,0.042587
61,0.002895
62,0.016283
63,0.027830
64,0.030775
65,0.036809
66,0.034302
67,0.104925
68,0.002874
69,0.011654
70,0.011571
71,0.026012
72,0.004116
73,0.021077
74,0.001996
75,0.027874
76,0.034358
77,0.021525
78,0.018464
79,0.046341
80,0.040749
81,0.031753
82,0.058776
83,0.006596
84,0.022987
85,0.021458
86,0.009234
87,0.058278
