0
,come,0.005272189117893519
,food,0.005179151033684128
,party,0.004589909833691323
,time,0.0043107955810631525
,facebook,0.004155732107380836
,weekend,0.003845605160016201
,instagram,0.003845605160016201
,tickets,0.003752567075806811
,nightdowhat,0.003752567075806811
,nightlife,0.0037215543810703473
,nightout,0.0034424401284421768
,yolo,0.003411427433705713
,dance,0.0033494020442327863
,clarkequay,0.003318389349496323
,partysg,0.0031943385705504694
,singaporenightlife,0.0031943385705504694
,drinking,0.003101300486341079
,clubbing,0.003101300486341079
,ladiesnight,0.003101300486341079
,book,0.003101300486341079
1
,fitness,0.008279644431601138
,training,0.00811729925816373
,experience,0.008076712964804379
,christophersommer,0.007954954084726323
,gymnasticbodies,0.007954954084726323
,developed,0.007792608911288915
,gbaffiliate,0.007792608911288915
,build,0.007670850031210859
,strength,0.007670850031210859
,bodytreegst,0.007670850031210859
,system,0.007630263737851508
,gst,0.007630263737851508
,amazing,0.007589677444492156
,coach,0.007549091151132804
,olympic,0.007508504857773452
,gymnastics,0.007508504857773452
,connective,0.0074679185644141
,bones,0.0074679185644141
,founded,0.0074679185644141
,ligaments,0.007427332271054748
2
,sgig,0.006185948477398417
,sgphysiques,0.004488594915633985
,youtube,0.004450875947594774
,malaysia,0.004337719043477146
,sgfitfam,0.004262281107398727
,sgfitness,0.004111405235241888
,hongkong,0.003847372458967421
,fitnessmalaysia,0.003809653490928211
,chinafood,0.0037719345228890014
,hkgym,0.003507901746614534
,hkfit,0.003507901746614534
,taipei,0.003507901746614534
,taiwan,0.003507901746614534
,indofitment,0.0034701827785753245
,link,0.0033947448424969055
,philippines,0.0033947448424969055
,teamfitt,0.0033947448424969055
,phfit,0.0033947448424969055
,workhardallday,0.0033947448424969055
,channel,0.0033570258744576955
3
,link,0.004861889666158996
,time,0.004035544054146013
,love,0.0033753420043366967
,video,0.0032878980242295026
,photo,0.003095521267993676
,th,0.0030168216858972013
,tickets,0.0026320681734255474
,part,0.00259271838237731
,watch,0.002557740790334432
,take,0.0025489963923237126
,know,0.0025227631982915545
,facebook,0.002487785606248677
,thank,0.002487785606248677
,come,0.002474669009232598
,please,0.0023915972281307635
,live,0.002369736233103965
,friends,0.0023172698450396483
,best,0.0022735478549860515
,music,0.0022560590589646126
,life,0.0022429424619485336
4
,link,0.005599704392691344
,love,0.005590858112207283
,beauty,0.004892001953966433
,skin,0.004741615185737389
,clozette,0.004308147442018381
,time,0.003963142503139987
,photo,0.0031846698205425846
,products,0.0030254367718294795
,enjoy,0.0029546665279569883
,fashion,0.002892742564568559
