1469609400,2.87586213772073,0.03890989979652312,3.612376907819017,1.7103799938491906,3.9034393304562194,1.0E-6
1262742,1.0E-6,1.0E-6,7.721394359193494,1.0E-6,1.0E-6,1.0E-6
431904090,0.9727955745620182,1.0E-6,2.493135594329625,1.0E-6,1.0E-6,1.0E-6
13299395,0.11056556065308797,1.0E-6,0.5040235350702549,1.4754184786078626,0.17935083113712152,1.0E-6
467814133,0.010562135252128237,1.0E-6,2.593677321067669,1.2049554973236403E-4,1.0E-6,1.0E-6
1114970510,4.475389164463272E-5,1.0E-6,0.8221871280815983,1.500981684122758,1.0E-6,6.46225176295223E-5
546998530,2.6797429587086604E-4,1.0E-6,0.05203063306104849,0.06342785623809388,1.2425143784645291E-4,1.5042800173405217E-4
1971402599,3.5782521478910805E-5,1.0E-6,0.04330794620831495,1.0E-6,1.0E-6,9.34646840983623E-5
267906357,4.2545586902498103E-4,3.7137233375631005,4.113144714632949,5.353158548661308,1.0E-6,4.34372552909441E-4
1676703,5.082053784698711,1.9358013439035992E-4,3.9290230113733493,2.1876337644314545E-5,1.4147534604085499,1.0E-6
1542462653,3.232723347874856E-4,2.0417039840974824E-4,4.637830638509465,4.8179643762558255,2.234704538688192,1.0E-6
385182586,4.3958943527392815,1.0E-6,0.02073136483015182,0.001285558429546428,7.869373049058758E-5,1.0E-6
1354076618,1.1617649071336458,1.0E-6,1.7718368276120835,7.999708220160929,1.0E-6,0.09988802758412954
1827621887,3.5432024177281E-5,1.0E-6,5.014606285105879,0.4061147008108468,1.0E-6,1.0E-6
15318279,4.361604396769692E-5,1.0E-6,5.602478801913782,1.9416275285993181E-4,1.0E-6,1.0E-6
1112056,0.22419839708053366,1.0E-6,2.374199688814855,2.0431799615689292,9.499562072917989E-4,0.2251928665864848
2183178290,1.0E-6,3.262236868540473,1.9654871788514723,4.7706654699141495,3.82671550216074,1.0426613457211232E-5
1551859751,3.797584113729052E-5,1.0E-6,3.074142608116884E-4,4.731364790634071,3.9926101048714826,1.0E-6
1714328,0.30281686587881557,3.1252005258766484E-5,1.7256449627334707,0.09480321623807993,0.5994471242009622,1.0E-6
962785815,6.105552678344842E-5,1.0E-6,1.5843238877725077,2.361265273259084,3.2119404297952387E-4,1.0E-6
24211166,1.0E-6,0.4899223154115715,1.694944016504193,0.08114831738342998,0.5165715562240394,3.7292886233046275E-4
221758078,1.0E-6,2.0480283420811705,1.0210880532197963,0.5648100119677307,1.0E-6,1.0E-6
1088969,0.042363285675992464,3.694501408557315E-4,2.061699561089195,0.00264560952657889,1.0E-6,0.0015733370081809999
2516898,0.003925795757050208,1.0E-6,1.9103888034725074,4.799353147406547E-5,1.0E-6,1.0E-6
1406894013,0.4448684155912696,1.0E-6,1.134889481513617E-4,2.485819248275024,1.0E-6,1.2838359991388897E-4
1537191,7.675961263088297E-4,1.0E-6,1.2054334390684707,0.4026128355165538,0.09107391826857042,3.0088424701131615E-4
2948999,0.17531923015871612,1.0E-6,1.6456268665799998,0.0028202491695061525,5.038172301682233E-4,1.7034662419189264
15343745,1.0E-6,2.490552798225028E-5,1.2669304843170224,0.5998146074037839,0.4901935680720536,1.0E-6
15412975,9.942772430852319E-4,1.0E-6,1.4677950934098452,0.7294953477962156,5.3984732152753724E-5,1.0E-6
