0.000000,0.005128,0.041026,0.005128,0.851282,0.005128,0.020513,0.041026,0.010256,0.020513
0.016260,0.008130,0.910569,0.008130,0.032520,0.008130,0.016260,0.000000,0.000000,0.000000
0.006135,0.030675,0.006135,0.000000,0.883436,0.055215,0.000000,0.000000,0.000000,0.018405
0.005291,0.042328,0.010582,0.005291,0.000000,0.904762,0.010582,0.010582,0.005291,0.005291
0.022727,0.005682,0.005682,0.000000,0.931818,0.011364,0.005682,0.017045,0.000000,0.000000
0.000000,0.009434,0.037736,0.028302,0.839623,0.028302,0.000000,0.037736,0.000000,0.018868
0.000000,0.000000,0.000000,0.027523,0.000000,0.000000,0.018349,0.009174,0.926606,0.018349
0.000000,0.000000,0.000000,0.962963,0.009259,0.000000,0.000000,0.009259,0.000000,0.018519
0.000000,0.000000,0.009524,0.923810,0.000000,0.000000,0.047619,0.019048,0.000000,0.000000
0.005319,0.000000,0.005319,0.010638,0.037234,0.005319,0.015957,0.877660,0.000000,0.042553
0.019608,0.000000,0.000000,0.013072,0.000000,0.000000,0.026144,0.901961,0.019608,0.019608
0.901786,0.026786,0.008929,0.026786,0.008929,0.008929,0.000000,0.000000,0.008929,0.008929
0.057803,0.913295,0.000000,0.017341,0.011561,0.000000,0.000000,0.000000,0.000000,0.000000
0.008197,0.032787,0.016393,0.877049,0.000000,0.000000,0.016393,0.000000,0.016393,0.032787
0.007042,0.028169,0.000000,0.007042,0.007042,0.014085,0.000000,0.929577,0.000000,0.007042
0.000000,0.008264,0.066116,0.008264,0.033058,0.000000,0.851240,0.033058,0.000000,0.000000
0.034483,0.005747,0.000000,0.022989,0.040230,0.005747,0.017241,0.804598,0.005747,0.063218
0.000000,0.015504,0.038760,0.007752,0.023256,0.868217,0.000000,0.015504,0.007752,0.023256
0.920635,0.007937,0.000000,0.007937,0.023810,0.015873,0.007937,0.007937,0.007937,0.000000
0.021127,0.028169,0.000000,0.007042,0.000000,0.007042,0.000000,0.014085,0.000000,0.922535
0.005435,0.000000,0.038043,0.005435,0.021739,0.038043,0.000000,0.000000,0.891304,0.000000
0.000000,0.026549,0.035398,0.884956,0.026549,0.000000,0.017699,0.000000,0.008850,0.000000
0.928571,0.007937,0.007937,0.007937,0.000000,0.039683,0.000000,0.007937,0.000000,0.000000
0.011628,0.000000,0.005814,0.017442,0.005814,0.000000,0.947674,0.005814,0.000000,0.005814
0.000000,0.000000,0.008065,0.000000,0.000000,0.040323,0.935484,0.016129,0.000000,0.000000
0.000000,0.000000,0.000000,0.026455,0.021164,0.010582,0.925926,0.000000,0.000000,0.015873
0.028249,0.898305,0.000000,0.028249,0.005650,0.000000,0.022599,0.005650,0.011299,0.000000
0.033058,0.041322,0.008264,0.008264,0.008264,0.000000,0.000000,0.033058,0.000000,0.867769
0.016949,0.033898,0.005650,0.000000,0.870056,0.050847,0.000000,0.005650,0.000000,0.016949
0.007813,0.007813,0.007813,0.007813,0.000000,0.031250,0.000000,0.000000,0.007813,0.929688
0.006944,0.000000,0.000000,0.006944,0.027778,0.013889,0.111111,0.020833,0.812500,0.000000
0.000000,0.932961,0.005587,0.005587,0.005587,0.016760,0.005587,0.000000,0.016760,0.011173
0.874016,0.015748,0.039370,0.007874,0.015748,0.039370,0.000000,0.000000,0.007874,0.000000
0.000000,0.033333,0.013333,0.000000,0.000000,0.926667,0.006667,0.006667,0.000000,0.013333
0.000000,0.000000,0.009009,0.054054,0.045045,0.855856,0.018018,0.009009,0.009009,0.000000
0.000000,0.008696,0.008696,0.008696,0.008696,0.017391,0.904348,0.000000,0.008696,0.034783
0.022989,0.000000,0.005747,0.063218,0.890805,0.005747,0.000000,0.005747,0.005747,0.000000
0.000000,0.896226,0.000000,0.028302,0.009434,0.028302,0.009434,0.009434,0.009434,0.009434
0.000000,0.000000,0.018868,0.012579,0.031447,0.018868,0.874214,0.018868,0.006289,0.018868
0.005917,0.005917,0.011834,0.000000,0.000000,0.047337,0.893491,0.017751,0.017751,0.000000
0.007246,0.021739,0.007246,0.007246,0.014493,0.000000,0.007246,0.021739,0.913043,0.000000
0.000000,0.029240,0.000000,0.005848,0.011696,0.000000,0.000000,0.023392,0.929825,0.000000
0.006849,0.938356,0.000000,0.006849,0.006849,0.006849,0.020548,0.000000,0.013699,0.000000
0.035714,0.005102,0.882653,0.000000,0.000000,0.000000,0.010204,0.030612,0.015306,0.020408
0.000000,0.012987,0.012987,0.935065,0.012987,0.000000,0.000000,0.000000,0.019481,0.006494
0.842105,0.017544,0.035088,0.017544,0.017544,0.026316,0.008772,0.017544,0.008772,0.008772
0.011494,0.005747,0.011494,0.011494,0.005747,0.011494,0.000000,0.028736,0.011494,0.902299
0.000000,0.000000,0.000000,0.033708,0.028090,0.904494,0.000000,0.011236,0.022472,0.000000
0.005525,0.022099,0.872928,0.016575,0.005525,0.016575,0.011050,0.016575,0.005525,0.027624
0.007874,0.023622,0.000000,0.881890,0.007874,0.000000,0.007874,0.039370,0.007874,0.023622
0.013605,0.000000,0.000000,0.006803,0.877551,0.000000,0.013605,0.000000,0.061224,0.027211
0.069519,0.000000,0.860963,0.016043,0.016043,0.000000,0.000000,0.000000,0.021390,0.016043
0.000000,0.007353,0.036765,0.926471,0.000000,0.000000,0.000000,0.022059,0.000000,0.007353
0.000000,0.005525,0.005525,0.000000,0.027624,0.011050,0.005525,0.900552,0.044199,0.000000
