1469609400,4.155336203273318E-6,4.130013853253899E-6,5.198660947044159,4.512050271967998E-6,5.048408027122558E-6,4.49698605843281E-6,0.001424779570414271,4.227862872497754E-6,0.0013578055695638183,0.0022167201870085746,4.417588561888359E-6,9.775035739215154E-4
1262742,8.442534626660774E-6,4.293611470610224E-6,5.171596344165158E-6,6.827006310081853E-6,3.937496470993421E-6,6.109822033989266E-6,0.01762438881363093,6.57577847758732E-6,4.645538511392027E-5,0.017227221236146277,6.730510246982168E-6,5.083277525185622E-6
431904090,6.00598004351283E-6,6.000309492174414E-6,6.001668288796196E-6,6.009546954714164E-6,0.0010305096388692047,6.002784793606172E-6,6.022902532616998E-6,6.001190420528741E-6,5.943798338531898E-6,0.0021979879909427348,5.996383213591634E-6,6.002517265210455E-6
13299395,6.903561965895988E-6,5.982319086975093E-6,0.004226773409550321,0.004442876029445192,0.005341959168649552,6.815698936226585E-6,2.250664048479077E-4,6.367967703273508E-4,0.0039824568101626675,0.004661463763480001,2.081236908507059E-6,5.522680984684182E-6
467814133,5.454455226056823E-6,5.334158854797401E-6,2.612146704679992E-4,7.277405716495562E-6,2.5166814297720915E-4,5.057844839269282E-6,0.004386757709140154,5.355300551035887E-6,0.004460495437209108,0.007351889319917226,9.607482591622953E-4,5.355576537713816E-6
1114970510,6.908221809922283E-6,2.2292806075998294E-5,1.8039762522063206E-5,6.586305166225041E-6,2.6598066094181054E-5,0.0025815944697023347,0.0011360999951105506,9.778960718304344E-6,5.592601572430431E-6,0.0038621104132680237,7.290726300516265E-6,6.880539585835565E-6
546998530,5.911004167462406E-6,6.111244498436022E-6,6.082986865507537E-6,0.005425196273410799,0.004929887540062623,1.9363623381777917E-4,2.1073598962563785E-4,7.739765228638142E-5,0.003617097832510454,0.005941461052380087,5.898561403697226E-6,5.892468412873627E-6
1971402599,5.176233042337745E-6,6.990088396515025E-4,1.4390165048902626E-5,3.1190886958179937E-4,1.081683769837096E-5,2.3247180403585302E-4,9.84262646389506E-4,3.7734549556255064E-4,1.6789791031634416E-4,0.003631605209268558,4.584287202101013E-4,5.178908944452959E-6
267906357,5.998553022337677E-6,5.6899775017339E-6,1.5982139105125612E-5,1.1997135962758072E-4,5.922981546629294E-6,0.002244137919195985,1.8940904119082316E-4,5.8620413250434475E-6,7.91071385598798E-4,0.003954513709390411,6.022267957048182E-6,5.981273082419924E-6
1676703,1.4151816089565727E-5,6.293630966820661E-4,1.4987961787868171E-5,3.9654729169356874E-4,7.101773867272668E-5,0.003952881861718773,0.0011939491578377998,4.943514588621914E-6,0.005399192668819455,0.005186357528786777,1.7231284505910918E-5,5.718638426656577E-6
1542462653,4.279846023842034E-4,2.833562614811475E-6,1.0304213714374248E-5,7.673803902513945E-6,0.0031498971642535175,0.0023525434376091715,1.3771346699335208E-5,2.786620497876594E-6,2.0673671972587333E-4,6.626676370061721E-4,3.2686795216271337E-6,2.1155334774687016
385182586,1.0201706323189103E-5,4.374866055452504E-6,5.2191414244817085E-6,2.797817890223731E-4,6.939494840238039E-5,7.205467506024838E-6,0.0016265726600653385,0.00438219478866249,0.004101317453786325,0.004399308436138984,7.207446741210513E-6,4.319013717493861E-6
1354076618,0.06614916204333962,1.8080422501912426E-5,5.8784289445658336E-6,5.877490575613406E-6,1.0550986144379776E-5,5.763861800947236E-6,1.5697262392732605E-4,0.08542746096491925,0.0019495198293561246,0.0037570205216115476,0.33948203693060663,0.09397626497258174
1827621887,8.072942870407115E-6,6.51352959797244E-4,7.892127473662975E-6,6.892989701625903E-6,7.858055600042242E-6,2.5045743741163235E-4,0.005150832975749561,8.108578751264816E-6,2.416288098183261E-6,0.005940616655853361,7.830370798535436E-6,7.858061125591737E-6
15318279,4.916652874375399E-6,4.925610102750196E-6,5.2384998968238526E-6,6.066519499793206E-6,4.795369558603615E-6,6.548601436487503E-5,0.0020513333733750416,5.3977732260914434E-6,4.707180787050913E-6,0.002567996371062237,5.227620600468359E-6,4.799064577764091E-6
1112056,0.007857399751632214,3.1548362506009365E-5,0.0014793366789695832,6.116092337921978E-6,6.04744890445637E-6,0.007342124570625685,0.008745161401716817,0.008758204238196555,0.009096122752132596,0.008779151185630607,4.585741045044195E-5,5.658678367473722E-4
2183178290,1.1516332691710443E-4,4.230625301885943E-6,1.052405717734457E-5,5.859804077525057E-6,9.05814321138546E-6,6.4378743517560045E-6,2.4516798131527283E-5,1.3062759304395942E-5,2.618209461232591E-6,0.004961528976494858,4.329429533672319E-6,7.453427872166076E-6
1551859751,1.745047317011526E-4,2.812933491362335E-6,0.0016743172602837811,1.6877364348036565E-5,1.580971742034291E-5,2.7733861735594815E-5,5.5226953951402636E-5,3.215915316337892E-6,2.1694081385059678E-5,0.003360222603103303,2.6986655991735193E-6,8.535804794344027E-6
1714328,6.653057543528526E-6,9.327269662771274E-4,1.976591608605176E-5,6.14509185942358E-6,6.136017422005056E-6,6.816539600079504E-6,0.0016118534555922394,6.3977586522487536E-6,0.001975353050807986,0.002473716727346012,7.803549960448035E-6,2.41210483850943E-4
962785815,1.4808371454374807E-5,1.951028181792645E-5,1.8427822984699163E-4,7.154062906767633E-4,1.703935597813141E-5,6.65065035702726E-5,0.006411651271351809,2.114680497101353E-4,3.330496988996609E-6,9.120557251238467E-5,8.262869551502938E-5,0.46055876916639177
24211166,0.01665539569108969,4.0131206402582226E-5,0.015650669779662972,0.01733489713256614,3.966440895206136E-5,0.01755266705089771,0.034591778840088246,0.02022178578145535,3.954716494504969E-6,0.004509282028130216,8.937175086460026E-4,3.9646296603092835E-5
221758078,0.08716180994227525,6.737416834193181E-6,0.08461810655394379,6.730399070582898E-6,0.08007455850773236,0.08820157742587142,0.07408982088771159,6.733722789211835E-6,6.698024043263634E-6,0.01252944323729038,0.09327029023681599,0.0930442047194637
1088969,5.220344224904071E-6,3.686335455449601E-4,7.34063355808351E-6,1.4891306442445057E-5,5.351074771272649E-6,1.0285155350728557E-5,0.0076305269673225635,1.7940558785748033E-4,0.004932240658546883,0.007578073322267957,5.435355303241404E-6,5.649543967876347E-6
2516898,9.064506957626731E-6,0.006528902237686038,1.2145043236640742E-5,3.6115945627400665E-6,3.33409290433512E-6,9.797036540586364E-6,0.007717970356072772,9.037493676587465E-6,0.007192551371148556,0.010118428793742,1.5686588445876646E-5,1.3674139637703486E-5
1406894013,3.5484257555470348E-6,3.3773200667960695E-6,3.158165746567077E-6,3.2718839247213533E-6,0.010346766810859394,3.1751782085665425E-6,1.2037442802794155E-5,5.408596796002485E-6,0.010841911168781403,0.011247335213905457,3.27754835194102E-6,3.226095403646836E-6
1537191,1.2094852873792707E-5,5.2996509438382465E-6,5.095728115098928E-4,3.0605258222483797E-6,0.0036959240367617522,1.4119465189429295E-4,0.003373215064987668,0.0035848103564334478,2.1959466651468964E-4,0.006585405069155047,5.454629299430182E-6,5.320860759024506E-4
2948999,4.734636870944973E-6,0.8461906249842669,1.7016599447677102E-5,9.12266628031747E-6,3.367793964189656E-5,0.002605982531865317,0.002780005390196404,2.2339332288956533E-4,1.9465586397117124E-5,0.0011009783485896282,7.766684270194793E-6,6.970231858596213E-6
15343745,9.29829031319623E-5,6.0975397062847796E-6,0.01025685370926242,0.009984126324337027,0.009979536571382874,6.100770716462234E-6,0.008836567544415008,0.010753287262814933,2.643426927304485E-6,0.011542599147926044,1.0487190068919914E-5,3.4494082921273166E-6
15412975,5.464184580310686E-6,2.1877172567144155E-5,7.216815035300197E-5,7.2445032196337685E-6,0.006570480661894496,5.767291204594508E-4,0.01009169853907799,0.0013576818118062753,5.848087005050153E-6,0.008168765886138822,6.325441357685203E-5,2.585740546744917E-5
1545775,0.010759135685596886,0.23981888559130657,0.01050538270396788,0.010421792479725791,3.9951493599906864E-6,0.011814020622540358,0.013553517909520854,5.360733754493316E-6,0.02228659168985311,0.01850314039314893,7.3130226568333535E-6,0.01091767663446964
