88,0.3
89,0.6
90,0.4
91,0.5
92,0.5
93,0.8
94,0.4
95,0.6
96,0.3
97,0.6
10,0.6
98,0.8
11,0.6
99,0.5
12,0.5
13,0.7
14,1.0
15,0.5
16,1.0
17,1.0
18,0.6
19,1.0
0,0.5
1,0.4
2,0.8
3,1.0
4,1.0
5,0.4
6,0.4
7,0.3
8,0.6
9,0.8
20,0.7
21,0.2
22,0.7
23,1.0
24,0.8
25,0.4
26,1.0
27,1.0
28,0.5
29,0.3
30,1.0
31,0.4
32,1.0
33,1.0
34,0.5
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,0.4
41,1.0
42,0.6
43,0.2
44,0.4
45,0.2
46,0.7
47,0.5
48,1.0
49,1.0
50,0.5
51,0.8
52,0.6
53,0.4
54,0.6
55,1.0
56,0.4
57,0.4
58,1.0
59,0.5
60,0.6
61,0.5
62,0.6
63,1.0
64,1.0
65,0.7
66,1.0
67,0.3
68,1.0
69,1.0
70,1.0
71,0.7
72,1.0
73,1.0
74,0.5
75,1.0
76,0.6
77,0.4
78,0.4
79,1.0
80,1.0
81,0.4
82,0.4
83,1.0
84,0.8
85,0.5
86,0.4
87,0.5
